TimeStamp;Station.Number;Discrete.Chlorophyll;Salinity;Temperature
1977;10;;22;15.6
1977;10;2.1;24.8;14.9
1977;10;;23.1;19.3
1977;10;;21.3;13.6
1977;10;;25.7;19.6
1977;10;;21.9;16.8
1977;10;2.4;22.9;16.4
1977;10;;26.7;19.2
1977;11;;23.3;12.8
1977;11;;26;19.7
1977;11;;24.6;16.4
1977;11;;25.7;19
1977;11;;25.69;13.2
1977;11;2.1;27.1;19.2
1977;11;;24.7;16.7
1977;11;1.4;25.1;14.8
1977;11;;24.6;15.3
1977;12;;29.4;18.9
1977;12;;28.3;14.7
1977;12;;25.5;16.3
1977;12;3.6;28.4;19.1
1977;12;1.9;26.87;13.1
1977;12;1.9;28.3;14.7
1977;12;;26.4;16.4
1977;12;1.8;26.7;18.7
1977;12;;23.6;13.3
1977;12;1.8;26.8;14.9
1977;12;;27.5;12
1977;12;;28;14.7
1977;12;10.2;24.9;12.3
1977;13;;26.5;12.8
1977;13;;26.1;15.3
1977;13;;28.77;13.1
1977;13;2.6;30.7;18.6
1977;13;4.4;26.6;16.1
1977;13;2.2;29.8;14.7
1977;13;;30.2;18.2
1977;13;;27.9;16.1
1977;13;;28.8;17.6
1977;14;;29.3;17.2
1977;14;;27.6;15.5
1977;14;;30.5;18.1
1977;14;;28.6;15.9
1977;14;;26.7;12.3
1977;14;2;27.9;14.9
1977;14;;31.2;18.5
1977;14;2.2;30.2;14.5
1977;14;;27.47;13.4
1977;15;;30.8;14.4
1977;15;;30.6;11.5
1977;15;;30.5;11.5
1977;15;;29.3;14.5
1977;15;3.6;33.3;18.6
1977;15;;29.7;11.7
1977;15;4.1;29.2;15.6
1977;15;2.6;29.8;14.6
1977;15;;30.8;14.4
1977;15;2.4;30.46;12.9
1977;15;8.1;29.5;12.1
1977;15;2.2;31.9;17.9
1977;15;;28.2;15.3
1977;15;;28.7;12.2
1977;15;;29.8;14.6
1977;15;2.4;29.8;17.1
1977;16;;31.3;16
1977;16;;31.8;11.4
1977;16;;32.7;16.6
1977;16;2.2;31.4;14.3
1977;16;;32.17;12.3
1977;16;2.4;31.3;13.7
1977;16;2.2;32.7;17.2
1977;16;;31.7;14.3
1977;16;;31.2;14.1
1977;17;;31.2;11.6
1977;17;9.2;32.8;16.3
1977;17;2.4;33;17
1977;17;;32.5;13.8
1977;17;;32.4;13.8
1977;17;2.1;32.4;13.8
1977;17;;32.5;13.8
1977;17;;32.6;13.7
1977;17;2.9;31.7;15.8
1977;17;2.8;32;13.9
1977;17;;32.5;13.6
1977;17;;32.1;10.9
1977;17;7.8;32.05;12.3
1977;17;;31.9;11.4
1977;17;3.8;31.3;11.4
1977;17;1.4;32;13.7
1977;17;;30.8;14.3
1977;18;;32.2;
1977;2;3.6;9.6;15.2
1977;2;;4.2;16.6
1977;2;;5.88;13.9
1977;2;11.2;9.2;20.4
1977;2;;4.1;14
1977;2;;8;21.4
1977;2;;5.6;17.2
1977;2;;5.8;21.6
1977;2;;5.8;17
1977;20;;32.4;13.6
1977;20;2.4;33;17
1977;20;;33;15.8
1977;20;;32.6;14.9
1977;20;;32.6;14.6
1977;20;;32.1;13.8
1977;20;8.7;32.34;12.2
1977;20;;32.3;14.1
1977;21;3.4;32.1;14.5
1977;21;;32.5;15.1
1977;21;;32.5;15.1
1977;21;1.3;32.5;15.1
1977;21;;32.5;15.1
1977;21;;32;14.3
1977;21;2.2;32.9;17.1
1977;21;;32.17;12.9
1977;21;7.5;32.7;17.1
1977;21;1.5;32.4;13.8
1977;21;3;32.2;16.3
1977;22;;32.9;17.7
1977;22;;32.6;17.3
1977;22;3.7;31.9;14.5
1977;22;1.8;32.6;15.1
1977;22;;32.3;13.9
1977;22;;32.1;14.6
1977;22;;32.4;16
1977;22;8;32.36;12.2
1977;23;1.9;33;18.1
1977;23;;32.7;17.8
1977;23;2.9;32.08;13.1
1977;23;;32;14.3
1977;23;;31.9;15.1
1977;23;;32.3;16.1
1977;23;;32.2;14.1
1977;23;2.1;32.8;15.4
1977;24;1.7;32.2;14.4
1977;24;7.1;32.7;18.2
1977;24;4.8;31.7;15.4
1977;24;;32.8;15.5
1977;24;;33.2;18.9
1977;24;;32.8;15.4
1977;24;4.4;32.1;16.7
1977;24;2.2;32.8;15.5
1977;24;;31.6;14.8
1977;24;3;31.94;13
1977;25;;32.02;13.2
1977;25;;32.1;17
1977;25;;31.9;14.8
1977;25;;32.7;18.7
1977;25;2.7;33.3;15.9
1977;25;4.9;31.2;15.4
1977;25;;31.7;15.4
1977;25;1.9;33.9;19.7
1977;26;;31.1;15.9
1977;26;;31.7;15.1
1977;26;;33.8;19.6
1977;26;;32;17.8
1977;26;3.3;33.6;15.9
1977;26;;32.6;13.6
1977;26;;31.6;15.5
1977;26;;32.8;18.5
1977;27;4.9;31.5;15.6
1977;27;10.5;32.9;19.5
1977;27;1.6;33.9;19.6
1977;27;;33.7;15.4
1977;27;3.5;33.7;15.7
1977;27;;33.7;15.8
1977;27;;31;16
1977;27;3.3;31.8;18.4
1977;27;;32.9;13.6
1977;27;3.3;31.5;15.5
1977;28;;34;20.1
1977;28;2.6;33.7;15.7
1977;28;5.8;30.8;16.3
1977;28;;32.89;13.7
1977;28;;32.9;19.8
1977;28;;31.4;15.7
1977;28;;31.8;18.5
1977;28;;31.5;15.7
1977;29;;31.2;15.7
1977;29;;31.8;18.5
1977;29;;30.8;16.3
1977;29;2.9;33.6;15.3
1977;29;1;33.9;20.3
1977;29;;31.4;15.7
1977;29;1.6;32.84;13.7
1977;29;;32.9;19.9
1977;3;9.4;6.2;17.4
1977;3;4.5;5.6;16.6
1977;3;7.9;9.3;21.4
1977;3;2.6;6.66;13.9
1977;3;;5;14.1
1977;3;11.2;10.1;20.5
1977;3;4.1;5;14.1
1977;3;;5.2;13.9
1977;3;8.8;6.6;17.3
1977;3;13;6.6;21
1977;3;;9.9;15.4
1977;3;;10.8;15.2
1977;3;5.3;10;15.3
1977;3;;10.6;15.2
1977;30;;33.4;15
1977;30;3.7;31.8;19
1977;30;5.1;33;20.1
1977;30;1.6;33.7;20.6
1977;30;2.5;33.4;15
1977;30;2.7;30.9;15.2
1977;30;4;31.3;15.8
1977;30;6.9;30.5;16.3
1977;30;1.1;32.88;13.8
1977;30;;33.4;15
1977;30;;33.4;15.3
1977;31;;33.3;20.8
1977;31;;31.2;15.9
1977;31;;32.86;13.8
1977;31;;33;20.2
1977;31;;31.7;19.4
1977;31;;30.8;15.1
1977;31;;30.4;16.8
1977;32;;33.4;15.1
1977;32;2.8;33;20.9
1977;32;2.8;30.6;14.9
1977;32;3.2;31;15.9
1977;32;4.6;32.9;20.5
1977;32;1.6;32.59;13.9
1977;32;;30.3;17
1977;32;4.6;31.6;19.5
1977;32;;33.4;15.2
1977;32;2.5;33.4;15.1
1977;32;;33.4;15.1
1977;33;3;33.4;15.1
1977;33;;30.5;14.8
1977;33;;30.9;15.9
1977;33;10.4;30.3;17.1
1977;33;5;32.1;20.9
1977;33;;32.51;13.9
1977;33;;32.5;20.6
1977;34;2.6;32.02;13.9
1977;34;3.8;31.2;20.9
1977;34;;30.5;15.9
1977;34;2.6;32.6;14.7
1977;34;;30.2;17.7
1977;34;;31.7;21.2
1977;34;;30;14.6
1977;35;2.5;32.2;14.9
1977;35;;31.2;21.4
1977;35;;31.86;13.9
1977;35;;30.6;16
1977;35;;29.6;16.9
1977;35;4.8;30.2;20.8
1977;35;;29.8;14.5
1977;36;2.6;29.5;15.5
1977;36;3.5;29.1;14.4
1977;36;6.4;28.5;20.7
1977;36;11.5;28.9;16.8
1977;36;;31.6;14.5
1977;36;2.3;32;14.6
1977;36;;32.1;14.6
1977;36;5.5;30.2;21.5
1977;36;3.2;30.88;13.9
1977;4;;9.4;17.1
1977;4;;8.1;16.3
1977;4;;7.2;14.1
1977;4;;7.2;17.4
1977;4;;9.29;13.8
1977;4;;8.6;20.8
1977;4;3.8;10.2;15.5
1977;4;;11.2;20.8
1977;4;6.1;11;20.4
1977;657;4.5;1.4;20.8
1977;657;;1.6;14.9
1977;657;3.5;1.6;14.9
1977;657;;1.7;14.9
1977;657;;0.61;11.7
1977;657;8.7;0.5;22.6
1977;8;;17.7;13.8
1977;8;;20.4;16.3
1977;8;;21.9;19.9
1977;8;;19.3;19.5
1977;8;;19.9;13.6
1977;8;;19.7;16.4
1977;8;;24.2;15
1977;8;;17.9;15.7
1977;8;;25.5;19.2
1977;9;1.3;21.17;13.6
1977;9;;20.7;13.3
1977;9;4.5;19.5;13.4
1977;9;;20.9;13.3
1977;9;;21;13.1
1977;9;2.2;20.5;19.6
1977;9;;21;16.2
1977;9;3.8;24.4;19.8
1977;9;1.7;21.3;15.7
1977;9;;24.1;15
1977;9;1.9;24.3;15
1977;9;;25.4;14.8
1977;9;;25.7;14.8
1977;9;1.4;20.4;16.6
1977;9;;26.6;19.1
1978;10;;15.32;18.5
1978;10;;10.9;19.6
1978;10;;16.5;19.6
1978;10;;22.5;11.1
1978;10;;3.4;17.6
1978;10;;14.55;19.9
1978;10;;19.6;19.3
1978;10;;14.64;18.8
1978;10;;13.8;21
1978;10;;0.8;13
1978;10;;21.6;15
1978;10;1.3;1.6;10.2
1978;10;;15.07;9.1
1978;11;;1.5;13
1978;11;2.9;5.98;10.7
1978;11;;5.5;17.2
1978;11;;15.9;18.6
1978;11;;21.3;18.7
1978;11;;21;15.1
1978;11;;19.3;19.5
1978;11;;18.67;9.3
1978;11;;17.7;20.7
1978;11;;17.17;18.3
1978;11;;23.7;11.1
1978;11;;19.4;19.4
1978;11;;14.5;19.6
1978;12;3.8;23.3;19.2
1978;12;;3.3;13.3
1978;12;;8.5;13.4
1978;12;;14.1;13.6
1978;12;;22.02;17.5
1978;12;2.4;21.49;17.6
1978;12;;6.5;18.2
1978;12;;7;18
1978;12;;11.5;17
1978;12;;19.38;17.9
1978;12;;24.93;9.8
1978;12;;15.53;18.6
1978;12;3;18.6;17.9
1978;12;;21.5;18.9
1978;12;;26;14.4
1978;12;1.6;20.95;9.5
1978;12;;20.7;18.8
1978;12;5.3;20.7;18.8
1978;12;;26.1;17.5
1978;12;2.1;18.1;19.3
1978;12;;21.75;19.5
1978;12;5.3;21.74;19.5
1978;12;;21.76;19.5
1978;12;;23.6;14.8
1978;12;2.7;24.7;14.6
1978;12;2.2;21.01;20.6
1978;12;;24.33;16.2
1978;12;;19.87;9.5
1978;12;;15.1;19.5
1978;12;1.1;23.5;11.1
1978;12;0.6;6.2;10.7
1978;13;;18.3;19.3
1978;13;1.1;7.91;11.1
1978;13;9;2;13.4
1978;13;;23.1;15.8
1978;13;;13.8;17
1978;13;;27.6;11.4
1978;13;;26.01;18.6
1978;13;;24.3;20.2
1978;13;;21.29;17.2
1978;13;;24.24;9.5
1978;13;;24.26;19.2
1978;13;;22.14;19
1978;13;;24.5;17.7
1978;14;;15.6;16.6
1978;14;5.1;2.9;12.7
1978;14;;25.7;18.6
1978;14;;23.98;16.7
1978;14;;24.6;18.1
1978;14;;27.4;11.4
1978;14;2.6;4.3;10.7
1978;14;;19.9;17.7
1978;14;;25.3;20
1978;14;;25.45;18.9
1978;14;;26.63;9.8
1978;14;;21.3;18.8
1978;15;3.1;25.2;14.9
1978;15;;26.5;14.4
1978;15;;27.6;14.1
1978;15;;28.8;11.6
1978;15;;27.1;17.2
1978;15;;25.6;11.2
1978;15;;25.2;15
1978;15;;27.9;16.8
1978;15;;23.3;18.9
1978;15;2.7;24.7;18.2
1978;15;1.3;26.3;11.1
1978;15;2.1;26.8;17.2
1978;15;;27.7;17.9
1978;15;;17.3;16
1978;15;1.8;25.7;19.9
1978;15;;25.3;18.8
1978;15;;26.09;15.5
1978;15;;25.1;16.2
1978;15;2.2;23.11;16.7
1978;15;;21.99;16.9
1978;15;3.8;25.75;18.6
1978;15;2.1;26.6;18.3
1978;15;;25.71;18.6
1978;15;;26.5;17.8
1978;15;2.5;23.57;16.9
1978;15;;27.22;10
1978;15;2;27.01;10
1978;15;;28.02;10.1
1978;15;;28.23;10.1
1978;15;;26.3;17.2
1978;15;7;15.9;16.3
1978;15;;19.7;15.4
1978;15;;24.78;16.7
1978;15;;21.4;15
1978;15;;4.6;13.4
1978;15;;24.63;16.8
1978;15;4.8;6;13.5
1978;15;;10.3;13.9
1978;15;;25.23;16.7
1978;15;1.7;7.46;11.1
1978;16;;24.91;17.1
1978;16;;28.5;16.7
1978;16;3.5;9.5;13.3
1978;16;;18.1;15.9
1978;16;1.3;11.26;11.4
1978;16;;26.6;17.6
1978;16;;22.68;16.7
1978;16;;30.3;17.3
1978;16;;31;11.9
1978;16;;27.7;18.1
1978;16;;26.6;14.7
1978;16;;30.59;10.2
1978;16;;27.8;19.3
1978;17;2.9;25.27;15.8
1978;17;;6.2;13
1978;17;;27.9;14.1
1978;17;;11.9;13.6
1978;17;;30.9;15.3
1978;17;;30.8;15.4
1978;17;2.1;30;15.7
1978;17;;29.1;15.8
1978;17;;29.58;13.4
1978;17;2.9;8.7;13.3
1978;17;;25.26;16.8
1978;17;;24.01;15.9
1978;17;1.7;29.3;17.5
1978;17;;25.3;13.9
1978;17;;24.3;14.2
1978;17;;20.8;14.9
1978;17;1.9;19.2;15.5
1978;17;;18.7;16.7
1978;17;;25;13.7
1978;17;2.3;29.2;18.1
1978;17;3.4;30.7;17.3
1978;17;;29.31;17.5
1978;17;1.9;9.8;10.7
1978;17;;29.34;17.5
1978;17;;29.31;17.5
1978;17;3.4;26.97;16.2
1978;17;;29.6;13.7
1978;17;;28.97;15.4
1978;17;;30.1;16.4
1978;17;2.8;28.7;14.1
1978;17;;30.98;10.3
1978;17;;30.7;15.8
1978;17;3.1;30.1;16.4
1978;17;;28.2;17.1
1978;17;1.3;30.8;11.8
1978;17;;29.59;15.1
1978;17;1.1;30.81;10.4
1978;17;;31.03;10.3
1978;17;;28.9;14.2
1978;17;;30.32;10.4
1978;18;;13;13.6
1978;18;;30.8;15.5
1978;18;;31.8;16.1
1978;2;;0.1;12.4
1978;2;;1.1;22
1978;2;;3.2;10.9
1978;2;;1.4;21.8
1978;2;;0.1;21
1978;2;;0.8;16
1978;2;;0.13;9.7
1978;2;;1.97;21.7
1978;2;;0.7;19.7
1978;20;;30.5;13.8
1978;20;2.1;13.6;13.8
1978;20;;16.73;11.5
1978;20;;30.41;10.4
1978;20;;23.54;14.2
1978;20;;25.7;14.8
1978;20;;29.75;15.6
1978;20;;30.3;11.8
1978;20;;30.57;17.8
1978;20;;24.54;17.1
1978;20;;31.1;18.2
1978;20;;30.3;16.2
1978;21;3.6;29.65;17.2
1978;21;1.2;29.77;10.3
1978;21;;9.5;14.1
1978;21;;29.67;16.9
1978;21;1.5;31.01;18.9
1978;21;;29.8;14.2
1978;21;0.9;15.25;11.4
1978;21;;29.8;14.2
1978;21;;30.07;10.3
1978;21;2.7;31.01;17.1
1978;21;;29.74;17.1
1978;21;;29.79;
1978;21;;29.7;14.8
1978;21;;24.6;13.7
1978;21;4.7;22.27;14.6
1978;21;;21.1;13.7
1978;21;;26.1;13.6
1978;21;;31.5;15.4
1978;21;;31.53;15.7
1978;21;;31.5;15.4
1978;21;;30.8;16.6
1978;21;3.4;30.1;16.8
1978;21;;30.1;16.9
1978;21;;30.95;16.4
1978;21;2.9;30.64;17.5
1978;21;1;30.8;11.8
1978;21;;30.9;15.6
1978;21;;30.4;16.1
1978;21;;14.5;13.7
1978;21;;29.6;16.9
1978;21;;29.81;10.3
1978;21;;25.4;13.7
1978;21;;25.57;18.9
1978;21;3.8;29.7;14.7
1978;21;3.5;25.69;18.7
1978;21;;29.7;16.8
1978;21;;24.1;15.7
1978;21;;24.7;15.4
1978;21;;23.6;16.1
1978;21;;26.32;17.1
1978;21;;27.48;15.7
1978;21;;29.7;14.3
1978;21;;30.49;18.2
1978;21;3;23.5;16.1
1978;21;2.1;9.6;13.8
1978;22;;31.1;19.7
1978;22;;25.91;17.7
1978;22;;22.06;14.5
1978;22;;30.7;17.9
1978;22;;29.6;16.8
1978;22;3.6;11.4;13.9
1978;22;1.7;15.57;11.4
1978;22;;29.8;15
1978;22;;23.4;16.2
1978;22;;30.8;17.3
1978;22;;29.9;10.6
1978;22;;30.8;11.8
1978;22;;30.5;16.9
1978;22;;29.5;17.5
1978;23;;29.8;17.4
1978;23;;30.2;16.8
1978;23;;30.48;17.9
1978;23;;29.6;17.5
1978;23;;30.9;20
1978;23;;30.6;18.2
1978;23;;23.9;15.7
1978;23;3.4;12.4;13.8
1978;23;1.1;18.46;11.6
1978;23;;30.3;11.9
1978;23;;29.57;10.8
1978;23;;30.3;17.4
1978;23;;22.24;14.4
1978;23;;26.89;16.9
1978;24;1.3;29.44;10.5
1978;24;;29.9;17
1978;24;;29.8;17.1
1978;24;;29.1;18.2
1978;24;;30.73;17.9
1978;24;;23.4;16
1978;24;1.9;23.3;16
1978;24;;23.4;16
1978;24;;30.3;16.4
1978;24;2.3;30.3;16.2
1978;24;2.5;30.72;17.6
1978;24;;30.73;17.4
1978;24;;19.1;14
1978;24;;30.7;18.6
1978;24;;30.7;18.6
1978;24;;30.7;18.5
1978;24;;21.8;14.1
1978;24;;21.4;13.9
1978;24;3.4;22.26;14.6
1978;24;;29.46;10.6
1978;24;;29.44;10.3
1978;24;;29.46;10.3
1978;24;;22.64;14.2
1978;24;15.4;15.45;16.5
1978;24;;15.46;16.9
1978;24;;30.76;17.4
1978;24;;16.8;14.2
1978;24;1.1;29.1;18.2
1978;24;3.4;12.4;14.2
1978;24;1.8;17.9;11.4
1978;24;;30.22;19.2
1978;24;2.2;30.24;19.3
1978;24;;30.25;19.3
1978;24;;26.01;17.5
1978;24;1.5;25.97;17.7
1978;24;;25.98;17.7
1978;24;1.1;30.8;20.7
1978;24;;30.3;16.1
1978;24;1.5;30.4;11.8
1978;24;;12.2;14.3
1978;24;1;31.01;19.1
1978;25;3.8;15.71;15.9
1978;25;;30.62;19.7
1978;25;1.4;18.58;11.7
1978;25;;29.52;10.3
1978;25;;22.12;14.4
1978;25;1.9;17.5;13.9
1978;25;;30.8;11.7
1978;25;;28.1;19.1
1978;25;;25.04;18.6
1978;25;;30.5;16.4
1978;25;;30.6;19.7
1978;25;;30.9;19.6
1978;25;;30.14;18.5
1978;25;;22;16.8
1978;25;;30.2;20.4
1978;26;;30.5;16.4
1978;26;;30.61;19.6
1978;26;2.6;18.89;11.6
1978;26;;21.4;17
1978;26;0.4;31.1;11.7
1978;26;;29.73;10.1
1978;26;;30.5;19.9
1978;26;;30.1;20.9
1978;26;;15.66;16.2
1978;26;;26.9;20.3
1978;26;6.9;17.7;14.8
1978;26;;29.41;19.1
1978;26;;30.6;19.4
1978;26;;21.3;14.7
1978;26;;18.13;19.1
1978;27;;29.39;19
1978;27;;29.27;19.1
1978;27;2.1;30.48;19.3
1978;27;;30.3;19.4
1978;27;1.5;30.3;19.4
1978;27;;30.4;19.5
1978;27;;29.94;9.7
1978;27;;30.52;19.1
1978;27;2.1;28.9;19.4
1978;27;1.9;30.4;16.1
1978;27;;30.4;16.1
1978;27;1.2;29.7;21.2
1978;27;0.6;30.2;19.9
1978;27;;30.57;
1978;27;;30.54;19.1
1978;27;;30.3;19.4
1978;27;;28.85;19.5
1978;27;;26.9;20
1978;27;;18.9;14.1
1978;27;;26.9;20.1
1978;27;1.5;26.6;20.4
1978;27;;26.4;20.4
1978;27;;21.2;16.9
1978;27;;31.3;11.7
1978;27;2.8;18.18;11.3
1978;27;;19.2;14.1
1978;27;6.9;18.7;14.8
1978;27;;29.95;10.2
1978;27;;18.94;14.7
1978;27;5;16.82;16.1
1978;27;;15.8;16.2
1978;27;3.8;21.2;16.9
1978;27;2.1;23.93;19.1
1978;27;;29.94;9.8
1978;27;1.9;29.95;9.8
1978;27;;22.07;14.3
1978;27;;18.4;15
1978;27;;24.11;18.8
1978;27;;19.8;14.6
1978;27;;19.8;14.7
1978;27;;30.4;16.1
1978;27;2.6;20.49;14.8
1978;27;;21.2;16.9
1978;28;;26;20.3
1978;28;;29.84;9.8
1978;28;1.9;18.68;11.5
1978;28;;30.3;16.1
1978;28;;29.5;21.3
1978;28;;28.47;19.8
1978;28;;23.4;19.2
1978;28;11.4;15.36;16.2
1978;28;;21.1;16.9
1978;28;2.8;18.8;13.9
1978;28;;19.69;15.1
1978;28;;30.1;19.7
1978;28;;30.39;19.2
1978;28;1.1;31.5;11.8
1978;29;;20.9;16.8
1978;29;;30;19.6
1978;29;;29.4;21.5
1978;29;;22.91;19.5
1978;29;8.5;15.93;16.3
1978;29;;28.35;19.8
1978;29;1.4;31.6;11.8
1978;29;1.8;18.21;11.5
1978;29;;25.6;20.6
1978;29;;29.8;9.8
1978;29;;30.36;19
1978;29;;30.2;16.2
1978;29;;19.35;15.2
1978;29;5.1;18.3;14.4
1978;3;;0.9;19.4
1978;3;9.3;1.4;20.3
1978;3;2.9;2.75;9
1978;3;;2.34;8.9
1978;3;;1.62;19.6
1978;3;;;18.3
1978;3;7.7;;18.3
1978;3;;0.1;18.2
1978;3;;0.1;18.2
1978;3;8;1.9;21.8
1978;3;;0.9;19.5
1978;3;;0.95;19.9
1978;3;;1;19.4
1978;3;11.7;0.9;19.5
1978;3;9.6;0.91;19.8
1978;3;;0.27;20.3
1978;3;;0.22;20.8
1978;3;2.6;0.12;9.4
1978;3;;1.8;21.6
1978;3;;1.7;21.7
1978;3;8;1.6;22.1
1978;3;;1.6;22.1
1978;3;;3.9;10.9
1978;3;;1.4;16
1978;3;9.7;1.4;16
1978;3;;0.1;13.4
1978;3;;0.1;13.4
1978;3;;3.04;9
1978;3;;2.85;9
1978;3;;0.1;13.2
1978;3;;1.39;19.6
1978;3;;2.57;21.6
1978;3;7.4;0.26;20.7
1978;3;;1.8;15.9
1978;3;;1.5;16
1978;3;;3.42;21.4
1978;3;;0.34;20.3
1978;3;11.7;2.55;21.6
1978;3;;2.6;21.5
1978;30;2.9;18.66;15.3
1978;30;2.5;29.78;9.9
1978;30;;29.79;9.9
1978;30;;20.5;16.6
1978;30;;20.6;16.6
1978;30;2.1;20.7;16.6
1978;30;;20;17.5
1978;30;;20.9;17.6
1978;30;3.7;21;17.4
1978;30;;21;17.4
1978;30;;17.9;13.9
1978;30;4.5;18.2;13.8
1978;30;;19.2;13.9
1978;30;;15.94;16.8
1978;30;;18.4;14.6
1978;30;;16.92;16.4
1978;30;6.9;16.6;16.4
1978;30;;30.17;
1978;30;;30.16;19.3
1978;30;1.8;30.16;19.6
1978;30;;18.75;15.3
1978;30;;18.3;15.2
1978;30;;18.5;13.8
1978;30;;30.15;19.6
1978;30;;27.63;20.6
1978;30;;29.7;19.6
1978;30;;22.7;19.5
1978;30;2.2;29.5;20.1
1978;30;1.6;31.6;11.8
1978;30;4.2;29.1;21.8
1978;30;;29.9;16.3
1978;30;;29.7;19.5
1978;30;2.8;29.9;16.2
1978;30;;30;16.1
1978;30;;22.75;19.5
1978;30;;30.1;16
1978;30;3;25.2;21
1978;30;;25.2;20.9
1978;30;;25.4;20.5
1978;30;2.2;18.79;11.6
1978;30;;29.77;9.8
1978;30;;27.76;20.4
1978;30;;27.76;20.4
1978;30;2.1;27.71;20.5
1978;30;;25.2;21
1978;30;2.7;22.75;19.5
1978;30;;29.76;9.8
1978;30;1.4;29.5;19.6
1978;30;;29.5;19.6
1978;31;;30.05;19.6
1978;31;;22.81;19.8
1978;31;;20.9;17.1
1978;31;2.6;19.36;11.3
1978;31;;27.18;20.7
1978;31;7.2;16.4;13.5
1978;31;;29.6;16.3
1978;31;0.9;31.6;11.8
1978;31;5.3;16.57;16.4
1978;31;;24.9;21
1978;31;;17.59;15.4
1978;31;;29;19.3
1978;31;;29.45;9.4
1978;32;;20.8;17
1978;32;1.8;28.7;19.2
1978;32;;28.7;19
1978;32;2.1;17.69;11.2
1978;32;;29;18.9
1978;32;;27.11;20.7
1978;32;1.8;27.14;20.7
1978;32;;27.14;20.6
1978;32;;29.43;9.6
1978;32;;27.14;20.6
1978;32;;29.37;9.5
1978;32;;20.8;17
1978;32;;16.9;13.7
1978;32;;29.28;9.6
1978;32;;15.6;13.6
1978;32;4.5;15.5;13.6
1978;32;;15.3;13.8
1978;32;;29.32;9.6
1978;32;;22.69;19.7
1978;32;;30.01;
1978;32;;22.4;19.7
1978;32;;16.5;14.5
1978;32;;16.5;14.7
1978;32;7.4;17.08;15.4
1978;32;2.7;22.1;19.7
1978;32;;22.11;19.7
1978;32;;29.5;16.1
1978;32;;29.5;16.1
1978;32;1.1;31.4;11.8
1978;32;2.5;29.3;16.1
1978;32;;24.8;21
1978;32;;29.3;16.2
1978;32;;16.78;16.5
1978;32;;16.68;16.6
1978;32;;16.5;17.3
1978;32;;28.6;19.1
1978;32;;20.7;16.9
1978;32;4.6;20.8;16.9
1978;32;;24.7;21
1978;32;2.9;24.7;21
1978;32;;29.94;19.6
1978;32;2.9;29.95;19.5
1978;32;;29.97;19.6
1978;32;13.8;16.56;16.8
1978;33;;29.25;9.3
1978;33;;29.4;16.2
1978;33;;26.92;20.6
1978;33;7.6;14.7;13.6
1978;33;;22.48;19.9
1978;33;;20.6;17
1978;33;;29.67;19.5
1978;33;;24.1;20.8
1978;33;;27.9;19
1978;34;;29.57;19.5
1978;34;;28.69;9
1978;34;5.2;13.3;13.7
1978;34;;28.9;16.2
1978;34;;23.3;20.3
1978;34;;27.1;18.7
1978;34;1.7;26.16;20.8
1978;34;;19.9;16.4
1978;34;;21.81;19.9
1978;35;;28.58;9.1
1978;35;;25.51;21
1978;35;;29.18;19.5
1978;35;5.6;12.9;13.4
1978;35;;19.4;16.4
1978;35;;23;20.8
1978;35;;21.14;19.6
1978;35;;25.8;18.6
1978;35;;28.8;16.2
1978;36;;20.84;19.7
1978;36;;18;16.2
1978;36;;22.4;20.7
1978;36;1.9;22.5;20.8
1978;36;2.6;24.55;21.2
1978;36;2.7;20.94;19.5
1978;36;;22.9;20.8
1978;36;;24.59;21.2
1978;36;3.2;18.1;16.2
1978;36;;24.5;21.2
1978;36;;27.62;9
1978;36;;25.5;18.2
1978;36;;28.82;19.6
1978;36;3.2;28.76;19.6
1978;36;;28.45;19.7
1978;36;;9.6;14.1
1978;36;6;11.1;13.8
1978;36;;12.2;13.8
1978;36;;27.59;8.7
1978;36;3.2;24.4;18.2
1978;36;;28;
1978;36;3.2;28.3;
1978;36;;21.17;19.5
1978;36;;24.2;18.2
1978;36;;27.56;8.9
1978;36;;28.5;
1978;4;;3;8.7
1978;4;;3.33;21.5
1978;4;;0.61;20.8
1978;4;;0.12;9.5
1978;4;;3;16
1978;4;;0.1;18.3
1978;4;;1.6;19.6
1978;4;;2.3;21.8
1978;4;;2;20.3
1978;4;;2.8;21.3
1978;4;;1.64;19.9
1978;4;;0.1;12.6
1978;4;;6.3;10.9
1978;657;;0.1;12.6
1978;657;;0.1;12.5
1978;657;;0.13;9.5
1978;657;;0.1;10.2
1978;657;;0.05;21.7
1978;657;;0.05;21.6
1978;657;;0.1;13.5
1978;657;2.9;0.1;13.5
1978;657;;0.1;13.5
1978;657;;0.1;18.8
1978;657;2.9;0.1;18.8
1978;657;;0.1;18.7
1978;657;;0.12;22.6
1978;8;;18;15.2
1978;8;;7.1;19.7
1978;8;;14.6;18.5
1978;8;;14.3;19.7
1978;8;;11.5;21.2
1978;8;;12.55;20.2
1978;8;1.6;0.17;9.7
1978;8;;13.49;18.7
1978;8;;17.1;11.1
1978;8;;0.1;13
1978;8;;13.1;20
1978;8;;1.6;17.6
1978;8;;9.63;8.7
1978;9;;12.24;9.1
1978;9;;14.15;9.3
1978;9;;15.88;9.4
1978;9;1.6;0.98;10.1
1978;9;;13.29;9.3
1978;9;;17.31;9.4
1978;9;;21.6;14.8
1978;9;;20.8;19
1978;9;;19.3;19.3
